O*NET-SOC Code,Title,Workplace Example,Hot Technology,In Demand
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle Database,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle E-Business Suite Financials,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle Fusion Applications,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle Hyperion,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle JD Edwards EnterpriseOne,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle PeopleSoft,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle PeopleSoft Financials,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle Primavera Enterprise Project Portfolio Management,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle Solaris,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Oracle Taleo,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",people@work,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Qlik Tech QlikView,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Quest Erwin Data Modeler,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Sage 50 Accounting,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Salesforce software,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",SAP Business Objects,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",SAP Concur,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",SAP Crystal Reports,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",SAP software,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",SAS,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Schoology,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Skype,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Slack,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",SmugMug Flickr,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Social media sites,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Tax software,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Teradata Database,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Timekeeping software,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Veritas NetBackup,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Web browser software,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Web conferencing software,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Yardi software,Y,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",YouTube,N,N
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Zoom,Y,N
43-9021.00,Data Entry Keyers,Blackbaud The Raiser's Edge,N,N
43-9021.00,Data Entry Keyers,Data entry software,N,N
43-9021.00,Data Entry Keyers,Database software,N,N
43-9021.00,Data Entry Keyers,Electronic medical record EMR software,N,N
43-9021.00,Data Entry Keyers,FaceTime,N,N
43-9021.00,Data Entry Keyers,FileMaker Pro,N,N
43-9021.00,Data Entry Keyers,Google Docs,Y,N
43-9021.00,Data Entry Keyers,Google Drive,N,N
43-9021.00,Data Entry Keyers,Healthcare common procedure coding system HCPCS,N,N
43-9021.00,Data Entry Keyers,IBM Informix,N,N
43-9021.00,Data Entry Keyers,Intuit QuickBooks,Y,N
43-9021.00,Data Entry Keyers,Jenzabar ERP,N,N
43-9021.00,Data Entry Keyers,Medical condition coding software,N,N
43-9021.00,Data Entry Keyers,Medical procedure coding software,N,N
43-9021.00,Data Entry Keyers,Microsoft Access,Y,N
43-9021.00,Data Entry Keyers,Microsoft Dynamics,N,N
43-9021.00,Data Entry Keyers,Microsoft Dynamics GP,N,N
43-9021.00,Data Entry Keyers,Microsoft Excel,Y,Y
43-9021.00,Data Entry Keyers,Microsoft Office software,Y,Y
43-9021.00,Data Entry Keyers,Microsoft Outlook,Y,Y
43-9021.00,Data Entry Keyers,Microsoft PowerPoint,Y,N
43-9021.00,Data Entry Keyers,Microsoft Word,Y,Y
43-9021.00,Data Entry Keyers,Perceptive Software Intelligent Capture,N,N
43-9021.00,Data Entry Keyers,Sage 50 Accounting,N,N
43-9021.00,Data Entry Keyers,Salesforce.com Salesforce CRM,N,N
43-9021.00,Data Entry Keyers,SAP software,Y,N
43-9022.00,Word Processors and Typists,Act!,N,N
43-9022.00,Word Processors and Typists,Adobe Acrobat,Y,N
43-9022.00,Word Processors and Typists,Blackbaud CRM,N,N
43-9022.00,Word Processors and Typists,Corel WordPerfect Office Suite,N,N
43-9022.00,Word Processors and Typists,FileMaker Pro,N,N
43-9022.00,Word Processors and Typists,Google Workspace software,Y,N
43-9022.00,Word Processors and Typists,IBM Notes,N,N
43-9022.00,Word Processors and Typists,Intuit QuickBooks,Y,N
43-9022.00,Word Processors and Typists,Microsoft Access,Y,N
43-9022.00,Word Processors and Typists,Microsoft Excel,Y,Y
43-9022.00,Word Processors and Typists,Microsoft Office software,Y,Y
43-9022.00,Word Processors and Typists,Microsoft Outlook,Y,Y
43-9022.00,Word Processors and Typists,Microsoft PowerPoint,Y,N
43-9022.00,Word Processors and Typists,Microsoft Publisher,N,N
43-9022.00,Word Processors and Typists,Microsoft SharePoint,Y,N
43-9022.00,Word Processors and Typists,Microsoft Visio,Y,N
43-9022.00,Word Processors and Typists,Microsoft Word,Y,N
43-9022.00,Word Processors and Typists,Oracle PeopleSoft,Y,N
43-9022.00,Word Processors and Typists,Oracle Siebel CRM,N,N
43-9022.00,Word Processors and Typists,SAP software,Y,N
43-9022.00,Word Processors and Typists,SRSsoft SRS EHR,N,N
43-9031.00,Desktop Publishers,Actuate DocBook,N,N
43-9031.00,Desktop Publishers,Adobe Acrobat,Y,N
43-9031.00,Desktop Publishers,Adobe ActionScript,N,N
43-9031.00,Desktop Publishers,Adobe After Effects,Y,N
43-9031.00,Desktop Publishers,Adobe Creative Cloud software,Y,N
43-9031.00,Desktop Publishers,Adobe Dreamweaver,N,N
43-9031.00,Desktop Publishers,Adobe FrameMaker,N,N
43-9031.00,Desktop Publishers,Adobe FreeHand MX,N,N
43-9031.00,Desktop Publishers,Adobe Illustrator,Y,N
43-9031.00,Desktop Publishers,Adobe InDesign,Y,N
43-9031.00,Desktop Publishers,Adobe LiveMotion,N,N
43-9031.00,Desktop Publishers,Adobe PageMaker,N,N
43-9031.00,Desktop Publishers,Adobe Photoshop,Y,Y
43-9031.00,Desktop Publishers,Adobe PostScript,N,N
43-9031.00,Desktop Publishers,AlgoLab Raster to Vector Conversion Toolkit,N,N
43-9031.00,Desktop Publishers,Apple AppleScript,N,N
43-9031.00,Desktop Publishers,Apple iPhoto,N,N
43-9031.00,Desktop Publishers,Apple macOS,Y,N
43-9031.00,Desktop Publishers,Arts & Letters Express,N,N
43-9031.00,Desktop Publishers,AT&T Troff,N,N
43-9031.00,Desktop Publishers,Cascading style sheets CSS,Y,N
43-9031.00,Desktop Publishers,Cenon,N,N
43-9031.00,Desktop Publishers,CodedColor,N,N
43-9031.00,Desktop Publishers,Color management software,N,N
43-9031.00,Desktop Publishers,Corel CorelDraw Graphics Suite,N,N
43-9031.00,Desktop Publishers,Corel CorelScan,N,N
43-9031.00,Desktop Publishers,Corel OCR-Trace 8,N,N
43-9031.00,Desktop Publishers,Corel Paint Shop Pro,N,N
43-9031.00,Desktop Publishers,Corel Photo-Paint,N,N
43-9031.00,Desktop Publishers,Corel Ventura,N,N
43-9031.00,Desktop Publishers,Corel WebDraw,N,N
43-9031.00,Desktop Publishers,Corel WordPerfect Office Suite,N,N
43-9031.00,Desktop Publishers,EMC Documentum,N,N
43-9031.00,Desktop Publishers,Extensible markup language XML,Y,N
43-9031.00,Desktop Publishers,Finite Matters PatternStream,N,N
43-9031.00,Desktop Publishers,GNU Image Manipulation Program GIMP,N,N
43-9031.00,Desktop Publishers,Graphics software,N,N
43-9031.00,Desktop Publishers,GrassHopper PageStream,N,N
43-9031.00,Desktop Publishers,GTX RastorCAD,N,N
43-9031.00,Desktop Publishers,Hypertext markup language HTML,Y,N
43-9031.00,Desktop Publishers,Inkscape,N,N
43-9031.00,Desktop Publishers,JavaScript,Y,N
43-9031.00,Desktop Publishers,jQuery,Y,N
43-9031.00,Desktop Publishers,LaTeX,N,N
43-9031.00,Desktop Publishers,Mapping software,N,N
43-9031.00,Desktop Publishers,Microsoft Access,Y,N
43-9031.00,Desktop Publishers,Microsoft Excel,Y,N
43-9031.00,Desktop Publishers,Microsoft Office software,Y,N
43-9031.00,Desktop Publishers,Microsoft Outlook,Y,N
43-9031.00,Desktop Publishers,Microsoft Picture It!,N,N
43-9031.00,Desktop Publishers,Microsoft PowerPoint,Y,N
43-9031.00,Desktop Publishers,Microsoft Project,Y,N
43-9031.00,Desktop Publishers,Microsoft Publisher,N,N
43-9031.00,Desktop Publishers,Microsoft SharePoint,Y,N
43-9031.00,Desktop Publishers,Microsoft SharePoint Server,N,N
43-9031.00,Desktop Publishers,Microsoft Visio,Y,N
43-9031.00,Desktop Publishers,Microsoft Visual Basic,Y,N
43-9031.00,Desktop Publishers,Microsoft Windows,Y,N
43-9031.00,Desktop Publishers,Microsoft Word,Y,N
43-9031.00,Desktop Publishers,MySQL,Y,N
43-9031.00,Desktop Publishers,Nuance Dragon NaturallySpeaking,N,N
43-9031.00,Desktop Publishers,Nuance OmniPage Professional,N,N
43-9031.00,Desktop Publishers,Objectif Lune PlanetPress Suite,N,N
43-9031.00,Desktop Publishers,Online image and graphics database software,N,N
43-9031.00,Desktop Publishers,OpenOffice.org,N,N
43-9031.00,Desktop Publishers,Oracle Java,Y,N
43-9031.00,Desktop Publishers,PANTONE ColorVision ProfilerPlus,N,N
43-9031.00,Desktop Publishers,Perl,Y,N
43-9031.00,Desktop Publishers,PHP,Y,N
43-9031.00,Desktop Publishers,Portable document file creation software,N,N
43-9031.00,Desktop Publishers,Potrace,N,N
43-9031.00,Desktop Publishers,Python,Y,N
43-9031.00,Desktop Publishers,QuarkXPress,N,N
43-9031.00,Desktop Publishers,Raster graphics editors,N,N
43-9031.00,Desktop Publishers,Salesforce software,Y,N
43-9031.00,Desktop Publishers,SAP software,Y,N
43-9031.00,Desktop Publishers,Scalable vector graphics SVG,N,N
43-9031.00,Desktop Publishers,Scribus,N,N
43-9031.00,Desktop Publishers,Serif PagePlus,N,N
43-9031.00,Desktop Publishers,Social media software,N,N
43-9031.00,Desktop Publishers,Spelling and grammar checking software,N,N
43-9031.00,Desktop Publishers,Sun Microsystems Java,N,N
43-9031.00,Desktop Publishers,Trix TracTrix,N,N
43-9031.00,Desktop Publishers,Ulead PhotoImpact,N,N
43-9031.00,Desktop Publishers,UNIX,Y,N
43-9031.00,Desktop Publishers,Vector drawing software,N,N
43-9031.00,Desktop Publishers,Virtual private networking VPN software,N,N
43-9031.00,Desktop Publishers,WordWeb,N,N
43-9031.00,Desktop Publishers,Xara Designer Pro,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Account management software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Alpha Software Alpha Five,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Automated information system software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Billing software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Claim processing system software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Database software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,GroupMe,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Healthcare common procedure coding system HCPCS,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,IBM Check Processing Control System CPSC,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,IBM Lotus Notes,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Insurance rating software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,InSystems Calligo Enterprise,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Medical condition coding software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Medical procedure coding software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,MicroFocus GroupWise,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft Access,Y,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft Excel,Y,Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft Internet Explorer,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft Office software,Y,Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft Outlook,Y,Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft PowerPoint,Y,Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft Windows,Y,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Microsoft Word,Y,Y
43-9041.00,Insurance Claims and Policy Processing Clerks,Policy issuance system software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,St. Paul Travelers e-CARMA,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Web browser software,N,N
43-9041.00,Insurance Claims and Policy Processing Clerks,Xactware Xactimate,N,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Adobe Acrobat,Y,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Email software,N,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Financial accounting software,N,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Microsoft Access,Y,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Microsoft Excel,Y,Y
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Microsoft Office software,Y,Y
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Microsoft Outlook,Y,Y
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Microsoft PowerPoint,Y,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Microsoft Windows,Y,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Microsoft Word,Y,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Postal Explorer,N,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Recordkeeping software,N,N
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Web browser software,N,N
43-9061.00,"Office Clerks, General",3M Post-it App,N,N
43-9061.00,"Office Clerks, General",Adobe Acrobat,Y,N
43-9061.00,"Office Clerks, General",Adobe InDesign,Y,N
43-9061.00,"Office Clerks, General",ADP Workforce Now,N,N
43-9061.00,"Office Clerks, General",Alpha Software Alpha Five,N,N
43-9061.00,"Office Clerks, General",Appointment scheduling software,N,N
43-9061.00,"Office Clerks, General",Billing software,N,N
43-9061.00,"Office Clerks, General",Blackbaud The Raiser's Edge,N,N
43-9061.00,"Office Clerks, General",Blackboard software,N,N
43-9061.00,"Office Clerks, General",Bookkeeping software,N,N
43-9061.00,"Office Clerks, General",Data entry software,N,N
43-9061.00,"Office Clerks, General",Database software,N,N
43-9061.00,"Office Clerks, General",Dropbox,N,N
43-9061.00,"Office Clerks, General",Electronic Data Interchange EDI systems,N,N
43-9061.00,"Office Clerks, General",Evernote,N,N
43-9061.00,"Office Clerks, General",Facebook,Y,N
43-9061.00,"Office Clerks, General",FileMaker Pro,N,N
43-9061.00,"Office Clerks, General",Filing system software,N,N
43-9061.00,"Office Clerks, General",Google Docs,Y,N
43-9061.00,"Office Clerks, General",Google Drive,N,N
43-9061.00,"Office Clerks, General",Google Sites,N,N
43-9061.00,"Office Clerks, General",Google Workspace software,Y,Y
43-9061.00,"Office Clerks, General",GroupMe,N,N
43-9061.00,"Office Clerks, General",Henry Schein Dentrix,Y,N
43-9061.00,"Office Clerks, General",IBM Check Processing Control System CPSC,N,N
43-9061.00,"Office Clerks, General",IBM Notes,N,N
43-9061.00,"Office Clerks, General",Intuit QuickBooks,Y,Y
43-9061.00,"Office Clerks, General",LexisNexis,N,N
43-9061.00,"Office Clerks, General",LinkedIn,N,N
43-9061.00,"Office Clerks, General",Mavenlink,N,N
43-9061.00,"Office Clerks, General",Medical condition coding software,N,N
43-9061.00,"Office Clerks, General",Medical procedure coding software,N,N
43-9061.00,"Office Clerks, General",MEDITECH software,Y,N
43-9061.00,"Office Clerks, General",Microsoft Access,Y,N
43-9061.00,"Office Clerks, General",Microsoft Dynamics,N,N
43-9061.00,"Office Clerks, General",Microsoft Excel,Y,Y
43-9061.00,"Office Clerks, General",Microsoft Exchange,N,N
43-9061.00,"Office Clerks, General",Microsoft Office software,Y,Y
43-9061.00,"Office Clerks, General",Microsoft Outlook,Y,Y
43-9061.00,"Office Clerks, General",Microsoft PowerPoint,Y,Y
43-9061.00,"Office Clerks, General",Microsoft Project,Y,N
43-9061.00,"Office Clerks, General",Microsoft Publisher,N,N
43-9061.00,"Office Clerks, General",Microsoft SharePoint,Y,N
43-9061.00,"Office Clerks, General",Microsoft Windows,Y,N
43-9061.00,"Office Clerks, General",Microsoft Word,Y,Y
43-9061.00,"Office Clerks, General",Oracle JD Edwards EnterpriseOne,N,N
43-9061.00,"Office Clerks, General",Oracle PeopleSoft,Y,N
43-9061.00,"Office Clerks, General",Oracle PeopleSoft Financials,N,N
43-9061.00,"Office Clerks, General",Propertyware,N,N
43-9061.00,"Office Clerks, General",Records management software,N,N
43-9061.00,"Office Clerks, General",Sage 50 Accounting,N,N
43-9061.00,"Office Clerks, General",Salesforce.com Salesforce CRM,N,N
43-9061.00,"Office Clerks, General",SAP software,Y,N
43-9061.00,"Office Clerks, General",SmugMug Flickr,N,N
43-9061.00,"Office Clerks, General",Social media sites,N,N
43-9061.00,"Office Clerks, General",St. Paul Travelers e-CARMA,N,N
43-9061.00,"Office Clerks, General",Transcription system software,N,N
43-9061.00,"Office Clerks, General",Web browser software,N,N
43-9061.00,"Office Clerks, General",Yardi software,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Adobe Acrobat,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Adobe Illustrator,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Adobe InDesign,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Adobe Photoshop,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Eko,N,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft Access,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft Excel,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft Office software,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft Outlook,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft PowerPoint,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft Publisher,N,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft Windows,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Microsoft Word,Y,N
43-9071.00,"Office Machine Operators, Except Computer",Multi-line optical character reader OCR software,N,N
43-9081.00,Proofreaders and Copy Markers,Adobe Acrobat,Y,N
43-9081.00,Proofreaders and Copy Markers,Adobe After Effects,Y,N
43-9081.00,Proofreaders and Copy Markers,Adobe Captivate,N,N
43-9081.00,Proofreaders and Copy Markers,Adobe Creative Cloud software,Y,Y
43-9081.00,Proofreaders and Copy Markers,Adobe Dreamweaver,N,N
43-9081.00,Proofreaders and Copy Markers,Adobe FrameMaker,N,N
43-9081.00,Proofreaders and Copy Markers,Adobe Illustrator,Y,Y
43-9081.00,Proofreaders and Copy Markers,Adobe InCopy,N,N
43-9081.00,Proofreaders and Copy Markers,Adobe InDesign,Y,Y
43-9081.00,Proofreaders and Copy Markers,Adobe Photoshop,Y,Y
43-9081.00,Proofreaders and Copy Markers,After the Deadline,N,N
43-9081.00,Proofreaders and Copy Markers,Apple Final Cut Pro,N,N
43-9081.00,Proofreaders and Copy Markers,Apple iWork Keynote,N,N
43-9081.00,Proofreaders and Copy Markers,AutoCrit Editing Wizard,N,N
43-9081.00,Proofreaders and Copy Markers,Avid Technology Media Composer,N,N
43-9081.00,Proofreaders and Copy Markers,Bugzilla,N,N
43-9081.00,Proofreaders and Copy Markers,Elite Minds RightWriter,N,N
43-9081.00,Proofreaders and Copy Markers,File transfer protocol FTP client software,N,N
43-9081.00,Proofreaders and Copy Markers,FileMaker Pro,N,N
43-9081.00,Proofreaders and Copy Markers,Grammarly Editor,N,N
43-9081.00,Proofreaders and Copy Markers,HP Autonomy TeamSite,N,N
43-9081.00,Proofreaders and Copy Markers,HubSpot software,Y,N
43-9081.00,Proofreaders and Copy Markers,InScribe,N,N
43-9081.00,Proofreaders and Copy Markers,Intelligent Editing PerfectIt,N,N
43-9081.00,Proofreaders and Copy Markers,Microsoft Access,Y,N
43-9081.00,Proofreaders and Copy Markers,Microsoft Excel,Y,Y
43-9081.00,Proofreaders and Copy Markers,Microsoft Office software,Y,Y
43-9081.00,Proofreaders and Copy Markers,Microsoft Outlook,Y,Y
43-9081.00,Proofreaders and Copy Markers,Microsoft PowerPoint,Y,Y
43-9081.00,Proofreaders and Copy Markers,Microsoft Visio,Y,N
43-9081.00,Proofreaders and Copy Markers,Microsoft Word,Y,Y
43-9081.00,Proofreaders and Copy Markers,myWriterTools,N,N
43-9081.00,Proofreaders and Copy Markers,Pro Writing Aid,N,N
43-9081.00,Proofreaders and Copy Markers,QuarkXPress,N,N
43-9081.00,Proofreaders and Copy Markers,Serenity Software Editor,N,N
43-9081.00,Proofreaders and Copy Markers,Style guide databases,N,N
43-9081.00,Proofreaders and Copy Markers,WhiteSmoke,N,N
43-9081.00,Proofreaders and Copy Markers,WordPress,Y,N
43-9111.00,Statistical Assistants,A programming language APL,N,N
43-9111.00,Statistical Assistants,Avidian Technologies Prophet,N,N
43-9111.00,Statistical Assistants,Benfield ReMetrica,N,N
43-9111.00,Statistical Assistants,Bentley MicroStation,Y,N
43-9111.00,Statistical Assistants,C#,Y,Y
43-9111.00,Statistical Assistants,C++,Y,N
43-9111.00,Statistical Assistants,Corel WordPerfect Office Suite,N,N
43-9111.00,Statistical Assistants,Data visualization software,N,N
43-9111.00,Statistical Assistants,Database software,N,N
43-9111.00,Statistical Assistants,dBASE,N,N
43-9111.00,Statistical Assistants,GGY AXIS,N,N
43-9111.00,Statistical Assistants,Google Workspace software,Y,N
43-9111.00,Statistical Assistants,Harvard Graphics,N,N
43-9111.00,Statistical Assistants,Hyland OnBase Enterprise Content Management,N,N
43-9111.00,Statistical Assistants,IBM Lotus 1-2-3,N,N
43-9111.00,Statistical Assistants,IBM SPSS Statistics,Y,N
43-9111.00,Statistical Assistants,Insightful S-PLUS,N,N
43-9111.00,Statistical Assistants,Microsoft Access,Y,N
43-9111.00,Statistical Assistants,Microsoft Active Server Pages ASP,Y,N
43-9111.00,Statistical Assistants,Microsoft Excel,Y,N
43-9111.00,Statistical Assistants,Microsoft Office software,Y,N
43-9111.00,Statistical Assistants,Microsoft Outlook,Y,N
43-9111.00,Statistical Assistants,Microsoft PowerPoint,Y,N
43-9111.00,Statistical Assistants,Microsoft Visual Basic,Y,N
43-9111.00,Statistical Assistants,Microsoft Visual Studio,Y,N
43-9111.00,Statistical Assistants,Microsoft Word,Y,N
43-9111.00,Statistical Assistants,Minitab,N,N
43-9111.00,Statistical Assistants,Oracle Java,Y,N
43-9111.00,Statistical Assistants,Oracle PL/SQL,Y,N
43-9111.00,Statistical Assistants,PolySystems Asset Delphi,N,N
43-9111.00,Statistical Assistants,Python,Y,Y
43-9111.00,Statistical Assistants,QSR International NVivo,N,N
43-9111.00,Statistical Assistants,R,Y,Y
43-9111.00,Statistical Assistants,SAP BusinessObjects Crystal Reports,N,N
43-9111.00,Statistical Assistants,SAS,Y,Y
43-9111.00,Statistical Assistants,Software development tools,N,N
43-9111.00,Statistical Assistants,StataCorp Stata,N,N
43-9111.00,Statistical Assistants,STATISTICA,N,N
43-9111.00,Statistical Assistants,Structured query language SQL,Y,N
43-9111.00,Statistical Assistants,Systat Software SigmaStat,N,N
43-9111.00,Statistical Assistants,Tableau,Y,N
43-9111.00,Statistical Assistants,The MathWorks MATLAB,Y,N
43-9111.00,Statistical Assistants,Towers Perrin MoSes,N,N
43-9111.00,Statistical Assistants,Web browser software,N,N
43-9111.00,Statistical Assistants,Wolfram Research Mathematica,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Atlassian Confluence,Y,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",BCS Woodlands Software The Logger Tracker,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Cattlesoft CattleMax,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Database software,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Employee scheduling software,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Landmark Sales LOG-istics,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Lion Edge Technologies Ranch Manager,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Mapping software,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Microsoft Excel,Y,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Microsoft Office software,Y,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Microsoft Outlook,Y,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Microsoft PowerPoint,Y,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Microsoft Word,Y,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Midwest MicroSystems Cow Sense,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Payroll software,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Sage 50 Accounting,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",TradeTec Computer Systems TallyWorks Logs,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Valley Agricultural Software DairyCOMP 305,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Valley Agricultural Software Feed Watch,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Web browser software,N,N
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Work scheduling software,N,N
45-2011.00,Agricultural Inspectors,Image processing software,N,N
45-2011.00,Agricultural Inspectors,Microsoft Access,Y,N
45-2011.00,Agricultural Inspectors,Microsoft Excel,Y,Y
45-2011.00,Agricultural Inspectors,Microsoft Internet Explorer,N,N
45-2011.00,Agricultural Inspectors,Microsoft Office software,Y,Y
45-2011.00,Agricultural Inspectors,Microsoft Outlook,Y,N
45-2011.00,Agricultural Inspectors,Microsoft PowerPoint,Y,N
45-2011.00,Agricultural Inspectors,Microsoft Word,Y,N
