O*NET-SOC Code,Title,Element Name,Data Value
47-5051.00,"Rock Splitters, Quarry",Active Listening,3.0
47-5051.00,"Rock Splitters, Quarry",Monitoring,2.88
47-5051.00,"Rock Splitters, Quarry",Reading Comprehension,2.75
47-5051.00,"Rock Splitters, Quarry",Critical Thinking,2.75
47-5051.00,"Rock Splitters, Quarry",Speaking,2.62
47-5051.00,"Rock Splitters, Quarry",Writing,2.12
47-5051.00,"Rock Splitters, Quarry",Active Learning,2.12
47-5051.00,"Rock Splitters, Quarry",Learning Strategies,2.0
47-5051.00,"Rock Splitters, Quarry",Mathematics,1.88
47-5051.00,"Rock Splitters, Quarry",Science,1.12
47-5071.00,"Roustabouts, Oil and Gas",Critical Thinking,3.12
47-5071.00,"Roustabouts, Oil and Gas",Monitoring,3.0
47-5071.00,"Roustabouts, Oil and Gas",Active Listening,2.88
47-5071.00,"Roustabouts, Oil and Gas",Speaking,2.75
47-5071.00,"Roustabouts, Oil and Gas",Active Learning,2.5
47-5071.00,"Roustabouts, Oil and Gas",Learning Strategies,2.25
47-5071.00,"Roustabouts, Oil and Gas",Reading Comprehension,2.12
47-5071.00,"Roustabouts, Oil and Gas",Writing,2.12
47-5071.00,"Roustabouts, Oil and Gas",Mathematics,2.0
47-5071.00,"Roustabouts, Oil and Gas",Science,1.0
47-5081.00,Helpers--Extraction Workers,Monitoring,3.75
47-5081.00,Helpers--Extraction Workers,Critical Thinking,3.12
47-5081.00,Helpers--Extraction Workers,Active Listening,3.0
47-5081.00,Helpers--Extraction Workers,Speaking,2.88
47-5081.00,Helpers--Extraction Workers,Active Learning,2.88
47-5081.00,Helpers--Extraction Workers,Reading Comprehension,2.75
47-5081.00,Helpers--Extraction Workers,Learning Strategies,2.62
47-5081.00,Helpers--Extraction Workers,Mathematics,2.5
47-5081.00,Helpers--Extraction Workers,Writing,2.38
47-5081.00,Helpers--Extraction Workers,Science,1.38
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Monitoring,4.0
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Speaking,3.75
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Critical Thinking,3.75
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Reading Comprehension,3.62
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Active Listening,3.62
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Active Learning,3.25
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Learning Strategies,3.12
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Writing,3.0
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Mathematics,2.88
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Science,1.75
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Active Listening,3.62
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Critical Thinking,3.5
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Speaking,3.25
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Reading Comprehension,3.12
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Writing,3.0
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Active Learning,3.0
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Monitoring,3.0
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Learning Strategies,2.62
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Mathematics,1.88
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Science,1.88
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Reading Comprehension,3.25
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Active Listening,3.25
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Speaking,3.25
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Critical Thinking,3.25
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Monitoring,3.12
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Writing,3.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Active Learning,3.0
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Mathematics,2.75
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Learning Strategies,2.62
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Science,1.75
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Critical Thinking,3.75
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Reading Comprehension,3.5
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Active Listening,3.5
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Monitoring,3.5
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Speaking,3.0
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Active Learning,3.0
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Writing,2.88
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Learning Strategies,2.75
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Mathematics,2.12
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Science,1.88
49-2091.00,Avionics Technicians,Critical Thinking,3.75
49-2091.00,Avionics Technicians,Active Listening,3.38
49-2091.00,Avionics Technicians,Speaking,3.38
49-2091.00,Avionics Technicians,Reading Comprehension,3.25
49-2091.00,Avionics Technicians,Writing,3.25
49-2091.00,Avionics Technicians,Monitoring,3.12
49-2091.00,Avionics Technicians,Active Learning,3.0
49-2091.00,Avionics Technicians,Science,2.88
49-2091.00,Avionics Technicians,Learning Strategies,2.62
49-2091.00,Avionics Technicians,Mathematics,2.12
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Critical Thinking,3.75
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Active Listening,3.12
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Reading Comprehension,3.0
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Speaking,3.0
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Writing,2.88
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Active Learning,2.88
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Monitoring,2.88
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Learning Strategies,2.75
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Mathematics,2.62
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Science,2.12
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Critical Thinking,3.62
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Active Listening,3.38
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Reading Comprehension,3.12
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Monitoring,3.12
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Writing,3.0
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Speaking,3.0
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Active Learning,2.25
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Mathematics,2.12
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Science,2.12
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Learning Strategies,2.12
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Critical Thinking,3.75
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Reading Comprehension,3.12
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Active Listening,3.12
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Speaking,3.12
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Monitoring,3.12
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Writing,3.0
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Active Learning,3.0
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Learning Strategies,2.88
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Mathematics,2.75
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Science,2.75
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Critical Thinking,3.75
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Reading Comprehension,3.38
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Active Listening,3.12
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Speaking,3.12
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Monitoring,3.0
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Writing,2.88
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Active Learning,2.88
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Science,2.62
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Mathematics,2.25
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Learning Strategies,2.25
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Critical Thinking,3.5
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Active Listening,3.38
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Reading Comprehension,3.12
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Speaking,3.0
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Writing,2.88
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Monitoring,2.88
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Active Learning,2.75
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Learning Strategies,2.5
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Mathematics,2.25
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Science,1.88
49-2097.00,Audiovisual Equipment Installers and Repairers,Speaking,3.38
49-2097.00,Audiovisual Equipment Installers and Repairers,Reading Comprehension,3.12
49-2097.00,Audiovisual Equipment Installers and Repairers,Active Listening,3.12
49-2097.00,Audiovisual Equipment Installers and Repairers,Critical Thinking,3.12
49-2097.00,Audiovisual Equipment Installers and Repairers,Active Learning,2.88
49-2097.00,Audiovisual Equipment Installers and Repairers,Monitoring,2.88
49-2097.00,Audiovisual Equipment Installers and Repairers,Writing,2.75
49-2097.00,Audiovisual Equipment Installers and Repairers,Learning Strategies,2.62
49-2097.00,Audiovisual Equipment Installers and Repairers,Mathematics,2.25
49-2097.00,Audiovisual Equipment Installers and Repairers,Science,1.75
49-2098.00,Security and Fire Alarm Systems Installers,Speaking,3.38
49-2098.00,Security and Fire Alarm Systems Installers,Critical Thinking,3.38
49-2098.00,Security and Fire Alarm Systems Installers,Active Listening,3.25
49-2098.00,Security and Fire Alarm Systems Installers,Reading Comprehension,3.12
49-2098.00,Security and Fire Alarm Systems Installers,Monitoring,3.0
49-2098.00,Security and Fire Alarm Systems Installers,Writing,2.88
49-2098.00,Security and Fire Alarm Systems Installers,Active Learning,2.88
49-2098.00,Security and Fire Alarm Systems Installers,Learning Strategies,2.38
49-2098.00,Security and Fire Alarm Systems Installers,Mathematics,2.12
49-2098.00,Security and Fire Alarm Systems Installers,Science,1.75
49-3011.00,Aircraft Mechanics and Service Technicians,Reading Comprehension,4.12
49-3011.00,Aircraft Mechanics and Service Technicians,Critical Thinking,4.0
49-3011.00,Aircraft Mechanics and Service Technicians,Monitoring,3.62
49-3011.00,Aircraft Mechanics and Service Technicians,Active Listening,3.5
49-3011.00,Aircraft Mechanics and Service Technicians,Speaking,3.25
49-3011.00,Aircraft Mechanics and Service Technicians,Active Learning,3.12
49-3011.00,Aircraft Mechanics and Service Technicians,Writing,3.0
49-3011.00,Aircraft Mechanics and Service Technicians,Mathematics,2.88
49-3011.00,Aircraft Mechanics and Service Technicians,Learning Strategies,2.75
49-3011.00,Aircraft Mechanics and Service Technicians,Science,2.38
49-3021.00,Automotive Body and Related Repairers,Active Listening,3.0
49-3021.00,Automotive Body and Related Repairers,Speaking,3.0
49-3021.00,Automotive Body and Related Repairers,Critical Thinking,3.0
49-3021.00,Automotive Body and Related Repairers,Monitoring,3.0
49-3021.00,Automotive Body and Related Repairers,Reading Comprehension,2.88
49-3021.00,Automotive Body and Related Repairers,Active Learning,2.88
49-3021.00,Automotive Body and Related Repairers,Writing,2.38
49-3021.00,Automotive Body and Related Repairers,Learning Strategies,2.25
49-3021.00,Automotive Body and Related Repairers,Mathematics,2.12
49-3021.00,Automotive Body and Related Repairers,Science,1.25
49-3022.00,Automotive Glass Installers and Repairers,Speaking,3.0
49-3022.00,Automotive Glass Installers and Repairers,Active Listening,2.88
49-3022.00,Automotive Glass Installers and Repairers,Critical Thinking,2.88
49-3022.00,Automotive Glass Installers and Repairers,Monitoring,2.88
49-3022.00,Automotive Glass Installers and Repairers,Active Learning,2.62
49-3022.00,Automotive Glass Installers and Repairers,Reading Comprehension,2.5
49-3022.00,Automotive Glass Installers and Repairers,Writing,2.38
49-3022.00,Automotive Glass Installers and Repairers,Learning Strategies,2.38
49-3022.00,Automotive Glass Installers and Repairers,Mathematics,2.0
49-3022.00,Automotive Glass Installers and Repairers,Science,1.5
49-3023.00,Automotive Service Technicians and Mechanics,Critical Thinking,3.5
49-3023.00,Automotive Service Technicians and Mechanics,Active Listening,3.25
49-3023.00,Automotive Service Technicians and Mechanics,Monitoring,3.12
49-3023.00,Automotive Service Technicians and Mechanics,Speaking,3.0
49-3023.00,Automotive Service Technicians and Mechanics,Active Learning,3.0
49-3023.00,Automotive Service Technicians and Mechanics,Reading Comprehension,2.88
49-3023.00,Automotive Service Technicians and Mechanics,Writing,2.62
49-3023.00,Automotive Service Technicians and Mechanics,Learning Strategies,2.62
49-3023.00,Automotive Service Technicians and Mechanics,Mathematics,2.25
49-3023.00,Automotive Service Technicians and Mechanics,Science,1.5
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Critical Thinking,3.25
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Speaking,3.12
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Active Listening,3.0
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Monitoring,3.0
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Reading Comprehension,2.88
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Active Learning,2.75
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Learning Strategies,2.75
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Writing,2.62
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Mathematics,2.0
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Science,1.75
49-3041.00,Farm Equipment Mechanics and Service Technicians,Critical Thinking,3.5
49-3041.00,Farm Equipment Mechanics and Service Technicians,Active Listening,3.12
49-3041.00,Farm Equipment Mechanics and Service Technicians,Speaking,3.12
49-3041.00,Farm Equipment Mechanics and Service Technicians,Monitoring,3.12
49-3041.00,Farm Equipment Mechanics and Service Technicians,Reading Comprehension,3.0
49-3041.00,Farm Equipment Mechanics and Service Technicians,Active Learning,3.0
49-3041.00,Farm Equipment Mechanics and Service Technicians,Writing,2.88
49-3041.00,Farm Equipment Mechanics and Service Technicians,Learning Strategies,2.75
49-3041.00,Farm Equipment Mechanics and Service Technicians,Mathematics,2.62
49-3041.00,Farm Equipment Mechanics and Service Technicians,Science,2.0
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Critical Thinking,3.25
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Reading Comprehension,3.12
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Active Listening,3.0
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Writing,3.0
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Speaking,3.0
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Active Learning,3.0
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Monitoring,3.0
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Mathematics,2.88
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Learning Strategies,2.62
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Science,1.88
49-3043.00,Rail Car Repairers,Critical Thinking,3.25
49-3043.00,Rail Car Repairers,Active Listening,3.0
49-3043.00,Rail Car Repairers,Speaking,3.0
49-3043.00,Rail Car Repairers,Reading Comprehension,2.88
49-3043.00,Rail Car Repairers,Writing,2.88
49-3043.00,Rail Car Repairers,Monitoring,2.88
49-3043.00,Rail Car Repairers,Active Learning,2.75
49-3043.00,Rail Car Repairers,Learning Strategies,2.62
49-3043.00,Rail Car Repairers,Mathematics,2.12
49-3043.00,Rail Car Repairers,Science,1.75
49-3051.00,Motorboat Mechanics and Service Technicians,Critical Thinking,3.38
49-3051.00,Motorboat Mechanics and Service Technicians,Active Listening,3.12
49-3051.00,Motorboat Mechanics and Service Technicians,Speaking,3.0
49-3051.00,Motorboat Mechanics and Service Technicians,Monitoring,2.88
49-3051.00,Motorboat Mechanics and Service Technicians,Reading Comprehension,2.75
49-3051.00,Motorboat Mechanics and Service Technicians,Writing,2.5
49-3051.00,Motorboat Mechanics and Service Technicians,Active Learning,2.38
49-3051.00,Motorboat Mechanics and Service Technicians,Mathematics,2.25
49-3051.00,Motorboat Mechanics and Service Technicians,Science,2.0
49-3051.00,Motorboat Mechanics and Service Technicians,Learning Strategies,2.0
49-3052.00,Motorcycle Mechanics,Active Listening,3.12
49-3052.00,Motorcycle Mechanics,Speaking,3.12
49-3052.00,Motorcycle Mechanics,Critical Thinking,3.12
49-3052.00,Motorcycle Mechanics,Active Learning,3.12
49-3052.00,Motorcycle Mechanics,Monitoring,3.12
49-3052.00,Motorcycle Mechanics,Reading Comprehension,3.0
49-3052.00,Motorcycle Mechanics,Writing,2.75
49-3052.00,Motorcycle Mechanics,Learning Strategies,2.62
49-3052.00,Motorcycle Mechanics,Mathematics,2.25
49-3052.00,Motorcycle Mechanics,Science,1.88
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Critical Thinking,3.25
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Active Listening,3.12
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Reading Comprehension,2.88
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Speaking,2.88
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Monitoring,2.88
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Active Learning,2.75
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Writing,2.62
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Learning Strategies,2.5
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Mathematics,2.0
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Science,1.75
49-3091.00,Bicycle Repairers,Active Listening,3.62
49-3091.00,Bicycle Repairers,Critical Thinking,3.5
49-3091.00,Bicycle Repairers,Reading Comprehension,3.0
49-3091.00,Bicycle Repairers,Speaking,3.0
49-3091.00,Bicycle Repairers,Writing,2.75
49-3091.00,Bicycle Repairers,Monitoring,2.75
49-3091.00,Bicycle Repairers,Active Learning,2.62
49-3091.00,Bicycle Repairers,Learning Strategies,2.62
49-3091.00,Bicycle Repairers,Mathematics,2.0
49-3091.00,Bicycle Repairers,Science,1.0
49-3092.00,Recreational Vehicle Service Technicians,Reading Comprehension,3.0
49-3092.00,Recreational Vehicle Service Technicians,Active Listening,3.0
49-3092.00,Recreational Vehicle Service Technicians,Speaking,3.0
49-3092.00,Recreational Vehicle Service Technicians,Critical Thinking,3.0
49-3092.00,Recreational Vehicle Service Technicians,Active Learning,3.0
49-3092.00,Recreational Vehicle Service Technicians,Monitoring,2.88
49-3092.00,Recreational Vehicle Service Technicians,Writing,2.62
49-3092.00,Recreational Vehicle Service Technicians,Mathematics,2.0
49-3092.00,Recreational Vehicle Service Technicians,Learning Strategies,2.0
49-3092.00,Recreational Vehicle Service Technicians,Science,1.62
49-3093.00,Tire Repairers and Changers,Active Listening,2.88
49-3093.00,Tire Repairers and Changers,Speaking,2.75
49-3093.00,Tire Repairers and Changers,Critical Thinking,2.62
49-3093.00,Tire Repairers and Changers,Reading Comprehension,2.5
49-3093.00,Tire Repairers and Changers,Monitoring,2.5
49-3093.00,Tire Repairers and Changers,Active Learning,2.12
49-3093.00,Tire Repairers and Changers,Writing,2.0
49-3093.00,Tire Repairers and Changers,Mathematics,2.0
49-3093.00,Tire Repairers and Changers,Learning Strategies,2.0
49-3093.00,Tire Repairers and Changers,Science,1.0
49-9011.00,Mechanical Door Repairers,Critical Thinking,3.25
49-9011.00,Mechanical Door Repairers,Active Listening,3.12
49-9011.00,Mechanical Door Repairers,Reading Comprehension,3.0
49-9011.00,Mechanical Door Repairers,Speaking,3.0
49-9011.00,Mechanical Door Repairers,Active Learning,3.0
49-9011.00,Mechanical Door Repairers,Monitoring,3.0
49-9011.00,Mechanical Door Repairers,Writing,2.62
49-9011.00,Mechanical Door Repairers,Mathematics,2.5
49-9011.00,Mechanical Door Repairers,Learning Strategies,2.25
49-9011.00,Mechanical Door Repairers,Science,1.0
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Critical Thinking,3.38
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Active Listening,3.12
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Speaking,3.12
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Monitoring,3.12
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Reading Comprehension,3.0
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Writing,3.0
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Active Learning,2.88
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Learning Strategies,2.5
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Mathematics,2.12
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Science,1.75
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Critical Thinking,3.62
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Reading Comprehension,3.25
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Active Listening,3.0
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Speaking,3.0
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Active Learning,3.0
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Monitoring,3.0
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Writing,2.88
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Mathematics,2.62
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Learning Strategies,2.38
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Science,1.88
49-9031.00,Home Appliance Repairers,Critical Thinking,3.75
49-9031.00,Home Appliance Repairers,Speaking,3.5
49-9031.00,Home Appliance Repairers,Active Listening,3.38
49-9031.00,Home Appliance Repairers,Reading Comprehension,3.12
49-9031.00,Home Appliance Repairers,Active Learning,2.88
49-9031.00,Home Appliance Repairers,Monitoring,2.88
49-9031.00,Home Appliance Repairers,Writing,2.75
49-9031.00,Home Appliance Repairers,Mathematics,2.12
49-9031.00,Home Appliance Repairers,Learning Strategies,2.12
49-9031.00,Home Appliance Repairers,Science,1.75
49-9041.00,Industrial Machinery Mechanics,Critical Thinking,3.62
49-9041.00,Industrial Machinery Mechanics,Active Listening,3.12
49-9041.00,Industrial Machinery Mechanics,Active Learning,3.12
49-9041.00,Industrial Machinery Mechanics,Monitoring,3.12
49-9041.00,Industrial Machinery Mechanics,Speaking,3.0
49-9041.00,Industrial Machinery Mechanics,Reading Comprehension,2.88
49-9041.00,Industrial Machinery Mechanics,Writing,2.75
49-9041.00,Industrial Machinery Mechanics,Learning Strategies,2.62
49-9041.00,Industrial Machinery Mechanics,Mathematics,2.38
49-9041.00,Industrial Machinery Mechanics,Science,1.75
49-9043.00,"Maintenance Workers, Machinery",Reading Comprehension,3.0
49-9043.00,"Maintenance Workers, Machinery",Active Listening,3.0
49-9043.00,"Maintenance Workers, Machinery",Critical Thinking,3.0
49-9043.00,"Maintenance Workers, Machinery",Speaking,2.88
49-9043.00,"Maintenance Workers, Machinery",Active Learning,2.75
49-9043.00,"Maintenance Workers, Machinery",Monitoring,2.75
49-9043.00,"Maintenance Workers, Machinery",Writing,2.38
49-9043.00,"Maintenance Workers, Machinery",Learning Strategies,2.12
49-9043.00,"Maintenance Workers, Machinery",Mathematics,2.0
49-9043.00,"Maintenance Workers, Machinery",Science,1.75
49-9044.00,Millwrights,Critical Thinking,3.62
49-9044.00,Millwrights,Active Listening,3.12
49-9044.00,Millwrights,Monitoring,3.12
49-9044.00,Millwrights,Reading Comprehension,3.0
49-9044.00,Millwrights,Speaking,3.0
49-9044.00,Millwrights,Learning Strategies,2.88
49-9044.00,Millwrights,Writing,2.75
49-9044.00,Millwrights,Active Learning,2.75
49-9044.00,Millwrights,Mathematics,2.62
49-9044.00,Millwrights,Science,1.75
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Active Listening,3.0
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Reading Comprehension,2.88
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Critical Thinking,2.88
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Speaking,2.75
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Monitoring,2.75
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Writing,2.5
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Active Learning,2.38
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Learning Strategies,2.25
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Mathematics,2.0
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Science,1.0
49-9051.00,Electrical Power-Line Installers and Repairers,Active Listening,3.38
49-9051.00,Electrical Power-Line Installers and Repairers,Monitoring,3.25
49-9051.00,Electrical Power-Line Installers and Repairers,Critical Thinking,3.12
49-9051.00,Electrical Power-Line Installers and Repairers,Reading Comprehension,3.0
49-9051.00,Electrical Power-Line Installers and Repairers,Active Learning,3.0
49-9051.00,Electrical Power-Line Installers and Repairers,Speaking,2.88
49-9051.00,Electrical Power-Line Installers and Repairers,Learning Strategies,2.75
49-9051.00,Electrical Power-Line Installers and Repairers,Writing,2.5
49-9051.00,Electrical Power-Line Installers and Repairers,Mathematics,2.0
49-9051.00,Electrical Power-Line Installers and Repairers,Science,1.75
49-9052.00,Telecommunications Line Installers and Repairers,Speaking,3.12
49-9052.00,Telecommunications Line Installers and Repairers,Critical Thinking,3.12
49-9052.00,Telecommunications Line Installers and Repairers,Monitoring,3.12
49-9052.00,Telecommunications Line Installers and Repairers,Reading Comprehension,3.0
49-9052.00,Telecommunications Line Installers and Repairers,Active Listening,3.0
49-9052.00,Telecommunications Line Installers and Repairers,Active Learning,2.62
49-9052.00,Telecommunications Line Installers and Repairers,Writing,2.5
