EmployeeNumber,CurrentSkill,Source
581,Time Management,SYNTHETIC_MVP
581,Speaking,SYNTHETIC_MVP
581,Reading Comprehension,SYNTHETIC_MVP
582,Critical Thinking,SYNTHETIC_MVP
582,Reading Comprehension,SYNTHETIC_MVP
582,Speaking,SYNTHETIC_MVP
584,Project Management,SYNTHETIC_MVP
584,Complex Problem Solving,SYNTHETIC_MVP
584,Time Management,SYNTHETIC_MVP
584,Systems Analysis,SYNTHETIC_MVP
584,Critical Thinking,SYNTHETIC_MVP
585,Reading Comprehension,SYNTHETIC_MVP
585,Speaking,SYNTHETIC_MVP
585,Systems Analysis,SYNTHETIC_MVP
585,Project Management,SYNTHETIC_MVP
585,Programming,SYNTHETIC_MVP
586,Critical Thinking,SYNTHETIC_MVP
586,Programming,SYNTHETIC_MVP
586,Time Management,SYNTHETIC_MVP
587,Systems Evaluation,SYNTHETIC_MVP
587,Reading Comprehension,SYNTHETIC_MVP
587,Systems Analysis,SYNTHETIC_MVP
590,Project Management,SYNTHETIC_MVP
590,Data Analysis,SYNTHETIC_MVP
590,Time Management,SYNTHETIC_MVP
590,Complex Problem Solving,SYNTHETIC_MVP
591,Reading Comprehension,SYNTHETIC_MVP
591,Critical Thinking,SYNTHETIC_MVP
591,Data Analysis,SYNTHETIC_MVP
591,Time Management,SYNTHETIC_MVP
591,Systems Analysis,SYNTHETIC_MVP
592,Active Listening,SYNTHETIC_MVP
592,Project Management,SYNTHETIC_MVP
592,Programming,SYNTHETIC_MVP
592,Systems Evaluation,SYNTHETIC_MVP
592,Critical Thinking,SYNTHETIC_MVP
593,Active Listening,SYNTHETIC_MVP
593,Writing,SYNTHETIC_MVP
593,Systems Analysis,SYNTHETIC_MVP
593,Project Management,SYNTHETIC_MVP
595,Project Management,SYNTHETIC_MVP
595,Critical Thinking,SYNTHETIC_MVP
595,Data Analysis,SYNTHETIC_MVP
597,Systems Evaluation,SYNTHETIC_MVP
597,Critical Thinking,SYNTHETIC_MVP
597,Data Analysis,SYNTHETIC_MVP
599,Systems Evaluation,SYNTHETIC_MVP
599,Project Management,SYNTHETIC_MVP
599,Active Listening,SYNTHETIC_MVP
599,Critical Thinking,SYNTHETIC_MVP
600,Systems Analysis,SYNTHETIC_MVP
600,Reading Comprehension,SYNTHETIC_MVP
600,Active Listening,SYNTHETIC_MVP
600,Speaking,SYNTHETIC_MVP
600,Systems Evaluation,SYNTHETIC_MVP
601,Systems Evaluation,SYNTHETIC_MVP
601,Speaking,SYNTHETIC_MVP
601,Active Listening,SYNTHETIC_MVP
601,Systems Analysis,SYNTHETIC_MVP
602,Time Management,SYNTHETIC_MVP
602,Data Analysis,SYNTHETIC_MVP
602,Systems Evaluation,SYNTHETIC_MVP
604,Project Management,SYNTHETIC_MVP
604,Systems Evaluation,SYNTHETIC_MVP
604,Speaking,SYNTHETIC_MVP
605,Complex Problem Solving,SYNTHETIC_MVP
605,Active Listening,SYNTHETIC_MVP
605,Data Analysis,SYNTHETIC_MVP
606,Critical Thinking,SYNTHETIC_MVP
606,Project Management,SYNTHETIC_MVP
606,Active Listening,SYNTHETIC_MVP
606,Data Analysis,SYNTHETIC_MVP
608,Critical Thinking,SYNTHETIC_MVP
608,Active Listening,SYNTHETIC_MVP
608,Writing,SYNTHETIC_MVP
608,Speaking,SYNTHETIC_MVP
608,Data Analysis,SYNTHETIC_MVP
611,Speaking,SYNTHETIC_MVP
611,Systems Evaluation,SYNTHETIC_MVP
611,Critical Thinking,SYNTHETIC_MVP
611,Reading Comprehension,SYNTHETIC_MVP
612,Active Listening,SYNTHETIC_MVP
612,Speaking,SYNTHETIC_MVP
612,Systems Analysis,SYNTHETIC_MVP
612,Writing,SYNTHETIC_MVP
613,Complex Problem Solving,SYNTHETIC_MVP
613,Data Analysis,SYNTHETIC_MVP
613,Speaking,SYNTHETIC_MVP
613,Programming,SYNTHETIC_MVP
614,Reading Comprehension,SYNTHETIC_MVP
614,Complex Problem Solving,SYNTHETIC_MVP
614,Writing,SYNTHETIC_MVP
614,Active Listening,SYNTHETIC_MVP
614,Systems Analysis,SYNTHETIC_MVP
614,Programming,SYNTHETIC_MVP
615,Programming,SYNTHETIC_MVP
615,Project Management,SYNTHETIC_MVP
615,Systems Analysis,SYNTHETIC_MVP
615,Reading Comprehension,SYNTHETIC_MVP
615,Systems Evaluation,SYNTHETIC_MVP
616,Systems Analysis,SYNTHETIC_MVP
616,Programming,SYNTHETIC_MVP
616,Complex Problem Solving,SYNTHETIC_MVP
618,Programming,SYNTHETIC_MVP
618,Project Management,SYNTHETIC_MVP
618,Critical Thinking,SYNTHETIC_MVP
618,Writing,SYNTHETIC_MVP
618,Data Analysis,SYNTHETIC_MVP
620,Speaking,SYNTHETIC_MVP
620,Active Listening,SYNTHETIC_MVP
620,Systems Analysis,SYNTHETIC_MVP
620,Data Analysis,SYNTHETIC_MVP
620,Complex Problem Solving,SYNTHETIC_MVP
620,Project Management,SYNTHETIC_MVP
621,Writing,SYNTHETIC_MVP
621,Complex Problem Solving,SYNTHETIC_MVP
621,Systems Evaluation,SYNTHETIC_MVP
622,Complex Problem Solving,SYNTHETIC_MVP
622,Writing,SYNTHETIC_MVP
622,Programming,SYNTHETIC_MVP
623,Systems Analysis,SYNTHETIC_MVP
623,Reading Comprehension,SYNTHETIC_MVP
623,Project Management,SYNTHETIC_MVP
624,Complex Problem Solving,SYNTHETIC_MVP
624,Reading Comprehension,SYNTHETIC_MVP
624,Speaking,SYNTHETIC_MVP
624,Systems Evaluation,SYNTHETIC_MVP
624,Writing,SYNTHETIC_MVP
624,Project Management,SYNTHETIC_MVP
625,Data Analysis,SYNTHETIC_MVP
625,Project Management,SYNTHETIC_MVP
625,Programming,SYNTHETIC_MVP
625,Systems Analysis,SYNTHETIC_MVP
625,Active Listening,SYNTHETIC_MVP
625,Speaking,SYNTHETIC_MVP
626,Data Analysis,SYNTHETIC_MVP
626,Speaking,SYNTHETIC_MVP
626,Critical Thinking,SYNTHETIC_MVP
626,Project Management,SYNTHETIC_MVP
626,Programming,SYNTHETIC_MVP
626,Systems Analysis,SYNTHETIC_MVP
630,Systems Evaluation,SYNTHETIC_MVP
630,Complex Problem Solving,SYNTHETIC_MVP
630,Writing,SYNTHETIC_MVP
630,Critical Thinking,SYNTHETIC_MVP
631,Speaking,SYNTHETIC_MVP
631,Data Analysis,SYNTHETIC_MVP
631,Writing,SYNTHETIC_MVP
631,Complex Problem Solving,SYNTHETIC_MVP
631,Critical Thinking,SYNTHETIC_MVP
632,Complex Problem Solving,SYNTHETIC_MVP
632,Time Management,SYNTHETIC_MVP
632,Speaking,SYNTHETIC_MVP
632,Active Listening,SYNTHETIC_MVP
634,Writing,SYNTHETIC_MVP
634,Active Listening,SYNTHETIC_MVP
634,Programming,SYNTHETIC_MVP
634,Reading Comprehension,SYNTHETIC_MVP
635,Critical Thinking,SYNTHETIC_MVP
635,Complex Problem Solving,SYNTHETIC_MVP
635,Speaking,SYNTHETIC_MVP
635,Active Listening,SYNTHETIC_MVP
635,Data Analysis,SYNTHETIC_MVP
638,Critical Thinking,SYNTHETIC_MVP
638,Programming,SYNTHETIC_MVP
638,Systems Analysis,SYNTHETIC_MVP
638,Data Analysis,SYNTHETIC_MVP
639,Data Analysis,SYNTHETIC_MVP
639,Time Management,SYNTHETIC_MVP
639,Writing,SYNTHETIC_MVP
639,Programming,SYNTHETIC_MVP
641,Programming,SYNTHETIC_MVP
641,Writing,SYNTHETIC_MVP
641,Time Management,SYNTHETIC_MVP
643,Reading Comprehension,SYNTHETIC_MVP
643,Writing,SYNTHETIC_MVP
643,Complex Problem Solving,SYNTHETIC_MVP
643,Project Management,SYNTHETIC_MVP
644,Active Listening,SYNTHETIC_MVP
644,Project Management,SYNTHETIC_MVP
644,Programming,SYNTHETIC_MVP
644,Reading Comprehension,SYNTHETIC_MVP
645,Programming,SYNTHETIC_MVP
645,Reading Comprehension,SYNTHETIC_MVP
645,Data Analysis,SYNTHETIC_MVP
645,Critical Thinking,SYNTHETIC_MVP
645,Project Management,SYNTHETIC_MVP
645,Systems Evaluation,SYNTHETIC_MVP
647,Complex Problem Solving,SYNTHETIC_MVP
647,Reading Comprehension,SYNTHETIC_MVP
647,Systems Analysis,SYNTHETIC_MVP
647,Critical Thinking,SYNTHETIC_MVP
648,Data Analysis,SYNTHETIC_MVP
648,Writing,SYNTHETIC_MVP
648,Time Management,SYNTHETIC_MVP
648,Speaking,SYNTHETIC_MVP
649,Complex Problem Solving,SYNTHETIC_MVP
649,Critical Thinking,SYNTHETIC_MVP
649,Systems Analysis,SYNTHETIC_MVP
649,Project Management,SYNTHETIC_MVP
649,Reading Comprehension,SYNTHETIC_MVP
649,Systems Evaluation,SYNTHETIC_MVP
650,Speaking,SYNTHETIC_MVP
650,Active Listening,SYNTHETIC_MVP
650,Programming,SYNTHETIC_MVP
652,Reading Comprehension,SYNTHETIC_MVP
652,Active Listening,SYNTHETIC_MVP
652,Critical Thinking,SYNTHETIC_MVP
652,Speaking,SYNTHETIC_MVP
652,Systems Evaluation,SYNTHETIC_MVP
652,Project Management,SYNTHETIC_MVP
653,Writing,SYNTHETIC_MVP
653,Active Listening,SYNTHETIC_MVP
653,Reading Comprehension,SYNTHETIC_MVP
653,Systems Evaluation,SYNTHETIC_MVP
655,Complex Problem Solving,SYNTHETIC_MVP
655,Speaking,SYNTHETIC_MVP
655,Systems Evaluation,SYNTHETIC_MVP
655,Programming,SYNTHETIC_MVP
655,Active Listening,SYNTHETIC_MVP
655,Systems Analysis,SYNTHETIC_MVP
656,Critical Thinking,SYNTHETIC_MVP
656,Data Analysis,SYNTHETIC_MVP
656,Complex Problem Solving,SYNTHETIC_MVP
656,Speaking,SYNTHETIC_MVP
656,Project Management,SYNTHETIC_MVP
657,Programming,SYNTHETIC_MVP
657,Critical Thinking,SYNTHETIC_MVP
657,Data Analysis,SYNTHETIC_MVP
659,Data Analysis,SYNTHETIC_MVP
659,Reading Comprehension,SYNTHETIC_MVP
659,Critical Thinking,SYNTHETIC_MVP
659,Speaking,SYNTHETIC_MVP
659,Project Management,SYNTHETIC_MVP
659,Writing,SYNTHETIC_MVP
661,Critical Thinking,SYNTHETIC_MVP
661,Programming,SYNTHETIC_MVP
661,Writing,SYNTHETIC_MVP
661,Speaking,SYNTHETIC_MVP
661,Project Management,SYNTHETIC_MVP
661,Data Analysis,SYNTHETIC_MVP
662,Systems Analysis,SYNTHETIC_MVP
662,Project Management,SYNTHETIC_MVP
662,Writing,SYNTHETIC_MVP
663,Time Management,SYNTHETIC_MVP
663,Active Listening,SYNTHETIC_MVP
663,Data Analysis,SYNTHETIC_MVP
664,Complex Problem Solving,SYNTHETIC_MVP
664,Systems Analysis,SYNTHETIC_MVP
664,Systems Evaluation,SYNTHETIC_MVP
665,Programming,SYNTHETIC_MVP
665,Active Listening,SYNTHETIC_MVP
665,Data Analysis,SYNTHETIC_MVP
666,Speaking,SYNTHETIC_MVP
666,Critical Thinking,SYNTHETIC_MVP
666,Time Management,SYNTHETIC_MVP
666,Reading Comprehension,SYNTHETIC_MVP
667,Writing,SYNTHETIC_MVP
667,Time Management,SYNTHETIC_MVP
667,Reading Comprehension,SYNTHETIC_MVP
669,Time Management,SYNTHETIC_MVP
669,Active Listening,SYNTHETIC_MVP
669,Speaking,SYNTHETIC_MVP
671,Data Analysis,SYNTHETIC_MVP
671,Complex Problem Solving,SYNTHETIC_MVP
671,Systems Evaluation,SYNTHETIC_MVP
671,Critical Thinking,SYNTHETIC_MVP
675,Speaking,SYNTHETIC_MVP
675,Writing,SYNTHETIC_MVP
675,Data Analysis,SYNTHETIC_MVP
675,Time Management,SYNTHETIC_MVP
677,Systems Analysis,SYNTHETIC_MVP
677,Complex Problem Solving,SYNTHETIC_MVP
677,Speaking,SYNTHETIC_MVP
677,Data Analysis,SYNTHETIC_MVP
677,Time Management,SYNTHETIC_MVP
